<<<<<<< HEAD
Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Mid-Range,54757.9872,No,0.5650000000000001
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.25,Light,Premium,137941.91999999998,Yes,0.7433333333333334
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.91,Medium,Budget,31381.92,No,0.5525
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,256,0,0,0,256,2.17,Medium,Premium,105228.0,No,0.7183333333333334
HP,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,2.31,Heavy,Premium,81731.52,No,0.6900000000000001
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.65,Medium,Mid-Range,71661.59999999999,No,0.5650000000000001
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,128,1024,0,0,1152,2.36,Heavy,Mid-Range,52161.12,No,0.5525
DELL,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,1.47,Medium,Budget,25521.12,No,0.11333333333333333
DELL,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,4.42,Heavy,Premium,109010.88,No,0.64
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,Core M,,2.0,3,Intel,4,128,0,0,0,128,1.25,Light,Mid-Range,52693.92,No,0.42583333333333334
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.25,Light,Premium,95850.72,No,0.665
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,Intel,8,256,0,0,0,256,2.5,Heavy,Budget,34093.872,No,0.4650000000000001
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,NVIDIA,4,0,1024,0,0,1024,2.23,Heavy,Budget,28984.32,No,0.41333333333333333
ACER,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.4,Medium,Budget,23176.8,No,0.12583333333333332
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.37,Heavy,Budget,39906.72,No,0.54
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,512,0,0,0,512,1.5,Medium,Mid-Range,42570.72,No,0.6900000000000001
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.67,Heavy,Premium,111355.2,No,0.665
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,2.0,Medium,Budget,16197.12,No,0.11333333333333333
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,NVIDIA,4,0,500,0,0,500,2.2,Heavy,Budget,24988.32,No,0.41333333333333333
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,0,2048,0,0,2048,2.02,Medium,Mid-Range,40439.52,No,0.44000000000000006
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,12,0,1024,0,0,1024,3.78,Heavy,Premium,90522.72,No,0.6666666666666666
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,6.0,2.0,5,Intel,12,256,0,0,0,256,1.4,Medium,Premium,98994.24,No,0.6916666666666667
HP,2 in 1 Convertible,13.3,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,5,Intel,8,512,0,0,0,512,1.29,Light,Premium,106506.72,No,0.5900000000000001
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,8,0,500,0,0,500,1.9,Medium,Mid-Range,61485.12,No,0.54
GOOGLE,Ultrabook,12.3,2400,1600,Standard,1,Quad HD,Intel,i5,,1.0,4,Intel,8,128,0,0,0,128,1.1,Light,Mid-Range,67932.0,No,0.45250000000000007
DELL,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.42,Medium,Premium,98133.768,No,0.4650000000000001
ASUS,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,i7,6.0,2.0,5,Intel,12,128,1024,0,0,1152,2.06,Medium,Mid-Range,69210.72,No,0.6791666666666666
DELL,Notebook,14.0,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,8,128,0,0,0,128,1.79,Medium,Budget,39427.2,No,0.45250000000000007
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.78,Medium,Premium,128298.24,No,0.665
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,180,0,0,0,180,1.7,Medium,Mid-Range,72673.92,No,0.557578125
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,0,1024,0,0,1024,2.2,Heavy,Budget,35964.0,No,0.44000000000000006
TOSHIBA,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.05,Light,Premium,89084.16,No,0.5650000000000001
DELL,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,8,512,0,0,0,512,2.16,Medium,Mid-Range,67239.36,No,0.5900000000000001
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,3,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,31254.048,No,0.41333333333333333
HP,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38681.28,No,0.42583333333333334
CHUWI,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,1,Intel,4,0,0,64,0,64,1.89,Medium,Budget,13261.392000000002,No,0.11333333333333333
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,2.3,Heavy,Budget,30103.2,No,0.42583333333333334
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.75,Medium,Mid-Range,55890.72,No,0.4650000000000001
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.17,Medium,Premium,124568.64,No,0.7433333333333334
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.06,Medium,Premium,101178.72,No,0.7433333333333334
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.36,Medium,Premium,95797.44,No,0.7433333333333334
ASUS,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,0.91,Light,Premium,103896.0,No,0.7433333333333334
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.3,Heavy,Mid-Range,53918.82719999999,No,0.5650000000000001
TOSHIBA,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,32,512,0,0,0,512,1.05,Light,Premium,149130.72,Yes,0.8500000000000001
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,1.99,Medium,Mid-Range,71928.0,No,0.6525
ACER,Notebook,15.6,1366,768,Standard,0,HD,AMD,A10-Series,,2.0,4,AMD,8,0,1024,0,0,1024,2.2,Heavy,Budget,30849.12,No,0.54
ASUS,Gaming,17.3,1920,1080,IPS,1,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,24,256,1024,0,0,1280,4.33,Heavy,Mid-Range,67612.31999999999,No,0.7716666666666667
LENOVO,Ultrabook,12.5,1366,768,IPS,0,HD,Intel,i5,6.0,2.0,4,Intel,8,180,0,0,0,180,1.3,Medium,Mid-Range,58554.72,No,0.557578125
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,Intel,8,256,0,0,0,256,2.17,Medium,Mid-Range,47893.39199999999,No,0.5650000000000001
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,1024,0,0,0,1024,1.48,Medium,Premium,93186.72,No,0.74
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,Intel,8,256,0,0,0,256,1.4,Medium,Mid-Range,50562.72,No,0.4650000000000001
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,48538.08,No,0.5650000000000001
ASUS,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,64,0,64,1.2,Light,Budget,18115.2,No,0.11333333333333333
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,AMD,8,256,0,0,0,256,1.91,Medium,Budget,32979.7872,No,0.5650000000000001
LENOVO,2 in 1 Convertible,13.9,1920,1080,IPS,1,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.4,Medium,Premium,85194.72,No,0.4650000000000001
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.1,Medium,Budget,15930.72,No,0.11333333333333333
LENOVO,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,16,0,0,0,16,1.25,Light,Budget,14119.2,No,0.11489583333333332
LENOVO,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.44,Medium,Mid-Range,50562.72,No,0.5650000000000001
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,65214.72,No,0.665
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Budget,32660.64,No,0.41333333333333333
HP,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.34,Medium,Mid-Range,70489.44,No,0.6900000000000001
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,1024,0,0,1280,2.4,Heavy,Mid-Range,61218.72,No,0.665
DELL,Ultrabook,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.29,Light,Mid-Range,47898.72,No,0.5525
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,4,0,500,0,0,500,2.2,Heavy,Budget,34045.92,No,0.6133333333333333
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.18,Medium,Mid-Range,44542.08,No,0.54
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,16,256,2048,0,0,2304,2.2,Heavy,Mid-Range,64961.10719999999,No,0.6183333333333334
XIAOMI,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,16,256,0,0,0,256,1.95,Medium,Mid-Range,74589.336,No,0.6183333333333334
ASUS,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,2,0,0,32,0,32,1.1,Light,Budget,13053.6,No,0.09999999999999999
HP,Notebook,15.6,1366,768,Standard,1,HD,Intel,i5,8.0,1.0,4,Intel,4,0,1024,0,0,1024,2.04,Medium,Budget,27783.9216,No,0.41333333333333333
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,24,512,0,0,0,512,2.24,Heavy,Premium,158135.04,Yes,0.7966666666666667
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.04,Medium,Mid-Range,47365.92,No,0.5650000000000001
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,3.0,Heavy,Premium,80133.12,No,0.7183333333333334
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,1024,0,0,1280,3.2,Heavy,Mid-Range,74538.72,No,0.665
HP,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.32,Medium,Mid-Range,74538.72,No,0.665
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.64,Medium,Mid-Range,68184.0144,No,0.5650000000000001
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,1.63,Medium,Budget,36709.92,No,0.42583333333333334
DELL,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,47365.92,No,0.45250000000000007
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,2.02,Medium,Mid-Range,71395.2,No,0.5650000000000001
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Mid-Range,42570.72,No,0.6133333333333333
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,NVIDIA,8,0,2048,0,0,2048,2.2,Heavy,Budget,24455.52,No,0.44000000000000006
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,4,0,500,0,0,500,2.3,Heavy,Budget,31168.8,No,0.5133333333333333
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,73366.56,No,0.5650000000000001
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,4.42,Heavy,Premium,160520.3856,Yes,0.7058333333333333
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,500,0,0,500,2.0,Medium,Mid-Range,45820.8,No,0.54
ASUS,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,69210.72,No,0.665
MEDIACOM,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,32,0,0,0,32,1.2,Light,Budget,19660.32,No,0.11645833333333333
ASUS,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.3,Heavy,Premium,87858.72,No,0.5525
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.93,Medium,Mid-Range,72940.31999999999,No,0.665
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,256,0,0,0,256,2.2,Heavy,Mid-Range,42486.0048,No,0.4650000000000001
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,1,Intel,4,256,0,0,0,256,1.86,Medium,Budget,21258.1872,No,0.13833333333333334
HP,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,12,0,1024,0,0,1024,2.62,Heavy,Premium,95850.72,No,0.6666666666666666
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.87,Medium,Mid-Range,45767.52,No,0.665
DELL,Ultrabook,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,8.0,1.0,5,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,74538.72,No,0.5650000000000001
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,1.6,Medium,Budget,39207.1536,No,0.42583333333333334
HP,Ultrabook,13.3,3200,1800,IPS,0,Quad HD+,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.34,Medium,Mid-Range,61005.6,No,0.665
ACER,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.4,Heavy,Mid-Range,42517.44,No,0.54
ASUS,Notebook,15.6,1366,768,Standard,0,HD,AMD,E-Series,,1.0,1,AMD,4,0,500,0,0,500,2.0,Medium,Budget,18594.72,No,0.11333333333333333
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,2.1,Medium,Budget,37589.04,No,0.42583333333333334
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,1.87,Medium,Mid-Range,41824.8,No,0.5133333333333333
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,0,1024,0,0,1024,2.15,Medium,Budget,24634.008,No,0.5133333333333333
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,1.86,Medium,Budget,21152.16,No,0.41333333333333333
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.99,Medium,Premium,92121.12,No,0.6900000000000001
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,2.2,Heavy,Budget,26586.72,No,0.42583333333333334
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,59513.2272,No,0.5650000000000001
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,4.42,Heavy,Premium,143802.72,Yes,0.7183333333333334
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,Intel,8,0,1024,0,0,1024,2.65,Heavy,Budget,28992.312,No,0.44000000000000006
HP,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.63,Heavy,Mid-Range,68198.4,No,0.64
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.0,Medium,Budget,11934.72,No,0.11333333333333333
MEDIACOM,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,Atom,,1.0,1,Intel,4,0,0,32,0,32,1.35,Medium,Budget,13586.4,No,0.11333333333333333
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i7,7.0,2.0,5,NVIDIA,6,128,1024,0,0,1152,2.8,Heavy,Mid-Range,50562.72,No,0.6391666666666667
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,AMD,A10-Series,,2.0,4,AMD,6,128,0,0,0,128,1.91,Medium,Budget,30310.992,No,0.5391666666666666
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,32921.712,No,0.41333333333333333
ACER,2 in 1 Convertible,11.6,1920,1080,IPS,1,Full HD,Intel,Celeron,,2.0,1,Intel,4,0,0,32,0,32,1.25,Light,Budget,18594.72,No,0.21333333333333332
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,2.05,Medium,Budget,33566.4,No,0.42583333333333334
HP,Ultrabook,13.3,3200,1800,IPS,1,Quad HD+,Intel,Core M,,1.0,3,Intel,16,512,0,0,0,512,1.16,Light,Premium,104695.2,No,0.4433333333333333
LENOVO,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,3.4,Heavy,Premium,159786.72,Yes,0.665
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,44701.92,No,0.5525
DELL,Ultrabook,13.3,3840,2160,IPS,1,UHD,Intel,i5,8.0,1.0,4,Intel,8,128,0,0,0,128,1.21,Light,Premium,85194.72,No,0.45250000000000007
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,1.93,Medium,Mid-Range,51095.52,No,0.5133333333333333
FUJITSU,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.2,Heavy,Budget,39373.92,No,0.54
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,18328.32,No,0.11333333333333333
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,2.02,Medium,Mid-Range,52747.2,No,0.5133333333333333
HP,Workstation,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,4,NVIDIA,8,0,500,0,0,500,3.14,Heavy,Premium,99153.5472,No,0.54
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,8,0,2048,0,0,2048,1.94,Medium,Budget,20725.92,No,0.14
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,AMD,A9-Series,,3.0,2,AMD,6,256,0,0,0,256,1.95,Medium,Budget,34578.72,No,0.4516666666666667
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,44222.4,No,0.5650000000000001
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,Intel,4,0,500,0,0,500,2.05,Medium,Budget,36496.8,No,0.41333333333333333
MEDIACOM,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,1,Intel,4,32,0,0,0,32,1.4,Medium,Budget,13266.72,No,0.11645833333333333
TOSHIBA,Ultrabook,14.0,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.24,Light,Premium,99367.2,No,0.7433333333333334
LENOVO,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,32,256,1024,0,0,1280,4.6,Heavy,Premium,141884.63999999998,Yes,0.8250000000000001
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,4.14,Heavy,Premium,145401.12,Yes,0.7433333333333334
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,256,0,0,0,256,2.2,Heavy,Budget,39907.2528,No,0.665
MEDIACOM,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,32,0,0,0,32,1.45,Medium,Budget,20725.92,No,0.11645833333333333
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,0,500,0,0,500,1.9,Medium,Mid-Range,53733.94559999999,No,0.54
HP,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38308.32,No,0.42583333333333334
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,0,0,0,256,1.93,Medium,Premium,81912.13919999999,No,0.7183333333333334
DELL,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,16,0,16,1.26,Light,Budget,15717.6,No,0.11333333333333333
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,4.5,Heavy,Premium,125154.72,No,0.7058333333333333
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,3.78,Heavy,Mid-Range,79813.44,No,0.7183333333333334
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,Intel,12,256,0,0,0,256,1.4,Medium,Premium,89137.44,No,0.6916666666666667
LENOVO,Notebook,15.6,1366,768,Standard,1,HD,Intel,i7,8.0,1.0,5,Intel,12,0,1024,0,0,1024,2.2,Heavy,Budget,32447.52,No,0.5666666666666667
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.73,Heavy,Premium,94305.6,No,0.5525
ASUS,2 in 1 Convertible,15.6,1366,768,Standard,1,HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.2,Heavy,Budget,39373.92,No,0.54
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A12-Series,,3.0,4,AMD,12,512,0,0,0,512,2.2,Heavy,Mid-Range,50562.72,No,0.7166666666666668
DELL,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Core M,,1.0,3,Intel,4,128,0,0,0,128,1.39,Medium,Budget,32127.84,No,0.3258333333333333
SAMSUNG,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,2.5,Heavy,Premium,90522.72,No,0.7058333333333333
LENOVO,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,2.8,Heavy,Budget,28185.12,No,0.41333333333333333
